piece,performer,year,measure.beat,tempo
mazurka17_4,Chiu,1999,100.2,68.18181818
mazurka17_4,Chiu,1999,100.3,76.92307692
mazurka17_4,Chiu,1999,101.1,79.05114729
mazurka17_4,Chiu,1999,101.2,65.86677289
mazurka17_4,Chiu,1999,101.3,59.91847821
mazurka17_4,Chiu,1999,102.1,85.87284588
mazurka17_4,Chiu,1999,102.2,92.30769231
mazurka17_4,Chiu,1999,102.3,76.92307692
mazurka17_4,Chiu,1999,103.1,58.25242718
mazurka17_4,Chiu,1999,103.2,83.33333333
mazurka17_4,Chiu,1999,103.3,52.17391304
mazurka17_4,Chiu,1999,104.1,76.15265071
mazurka17_4,Chiu,1999,104.2,88.34134608
mazurka17_4,Chiu,1999,104.3,94.79793638
mazurka17_4,Chiu,1999,105.1,64.03058757
mazurka17_4,Chiu,1999,105.2,87.18861214
mazurka17_4,Chiu,1999,105.3,82.78321804
mazurka17_4,Chiu,1999,106.1,84.50704225
mazurka17_4,Chiu,1999,106.2,82.46587298
mazurka17_4,Chiu,1999,106.3,61.34087541
mazurka17_4,Chiu,1999,107.1,75.99954045
mazurka17_4,Chiu,1999,107.2,70.19126184
mazurka17_4,Chiu,1999,107.3,81.08108108
mazurka17_4,Chiu,1999,108.1,81.08108108
mazurka17_4,Chiu,1999,108.2,77.92207792
mazurka17_4,Chiu,1999,108.3,66.66666667
mazurka17_4,Chiu,1999,109.1,81.31530432
mazurka17_4,Chiu,1999,109.2,78.7265694
mazurka17_4,Chiu,1999,109.3,86.95652174
mazurka17_4,Chiu,1999,110.1,82.19178082
mazurka17_4,Chiu,1999,110.2,85.71428571
mazurka17_4,Chiu,1999,110.3,85.71428571
mazurka17_4,Chiu,1999,111.1,88.78002958
mazurka17_4,Chiu,1999,111.2,80.62648542
mazurka17_4,Chiu,1999,111.3,85.71428571
mazurka17_4,Chiu,1999,112.1,83.33333333
mazurka17_4,Chiu,1999,112.2,83.33333333
mazurka17_4,Chiu,1999,112.3,90.90909091
mazurka17_4,Chiu,1999,113.1,95.23809524
mazurka17_4,Chiu,1999,113.2,82.19178082
mazurka17_4,Chiu,1999,113.3,85.71428571
mazurka17_4,Chiu,1999,114.1,90.99037151
mazurka17_4,Chiu,1999,114.2,89.47350613
mazurka17_4,Chiu,1999,114.3,84.50704225
mazurka17_4,Chiu,1999,115.1,96.77419355
mazurka17_4,Chiu,1999,115.2,82.19178082
mazurka17_4,Chiu,1999,115.3,95.23809524
mazurka17_4,Chiu,1999,116.1,101.6949153
mazurka17_4,Chiu,1999,116.2,95.4993323
mazurka17_4,Chiu,1999,116.3,59.49811118
mazurka17_4,Chiu,1999,117.1,110.438666
mazurka17_4,Chiu,1999,117.2,65.24794713
mazurka17_4,Chiu,1999,117.3,70.0741526
mazurka17_4,Chiu,1999,118.1,99.3840144
mazurka17_4,Chiu,1999,118.2,89.48863629
mazurka17_4,Chiu,1999,118.3,96.77419355
mazurka17_4,Chiu,1999,119.1,95.23809524
mazurka17_4,Chiu,1999,119.2,65.3478551
mazurka17_4,Chiu,1999,119.3,72.78829226
mazurka17_4,Chiu,1999,120.1,90.27019648
mazurka17_4,Chiu,1999,120.2,74.09274197
mazurka17_4,Chiu,1999,120.3,93.96306816
mazurka17_4,Chiu,1999,121.1,110.1903135
mazurka17_4,Chiu,1999,121.2,51.24431103
mazurka17_4,Chiu,1999,121.3,77.7138158
mazurka17_4,Chiu,1999,122.1,96.1412689
mazurka17_4,Chiu,1999,122.2,82.36319488
mazurka17_4,Chiu,1999,122.3,73.66369707
mazurka17_4,Chiu,1999,123.1,98.36065574
mazurka17_4,Chiu,1999,123.2,68.96551724
mazurka17_4,Chiu,1999,123.3,90.48009858
mazurka17_4,Chiu,1999,124.1,96.59754671
mazurka17_4,Chiu,1999,124.2,101.3327205
mazurka17_4,Chiu,1999,124.3,99.86413052
mazurka17_4,Chiu,1999,125.1,100.3489078
mazurka17_4,Chiu,1999,125.2,106.2138727
mazurka17_4,Chiu,1999,125.3,100
mazurka17_4,Chiu,1999,126.1,107.2992702
mazurka17_4,Chiu,1999,126.2,101.7261928
mazurka17_4,Chiu,1999,126.3,73.8837852
mazurka17_4,Chiu,1999,127.1,71.28232759
mazurka17_4,Chiu,1999,127.2,88.72049358
mazurka17_4,Chiu,1999,127.3,63.6057692
mazurka17_4,Chiu,1999,128.1,73.11007959
mazurka17_4,Chiu,1999,128.2,73.11007959
mazurka17_4,Chiu,1999,128.3,73.11007959
mazurka17_4,Chiu,1999,129.1,73.11007959
mazurka17_4,Chiu,1999,129.2,69.37416424
mazurka17_4,Chiu,1999,129.3,80
mazurka17_4,Chiu,1999,130.1,89.55223881
mazurka17_4,Chiu,1999,130.2,90.90909091
mazurka17_4,Chiu,1999,130.3,85.71428571
mazurka17_4,Chiu,1999,131.1,83.33333333
mazurka17_4,Chiu,1999,131.2,68.96551724
mazurka17_4,Chiu,1999,131.3,57.14285714
mazurka17_4,Chiu,1999,132.1,68.96551724
mazurka17_4,Chiu,1999,132.2,31.98162809
mazurka17_4,Chiu,1999,132.3,31.98162809
mazurka17_4,Chiu,1999,133.1
mazurka17_4,Chiu,1999,.
mazurka17_4,Clidat,1994,measure.beat,tempo
mazurka17_4,Clidat,1994,1.2,90.13796634
mazurka17_4,Clidat,1994,1.3,126.4878817
mazurka17_4,Clidat,1994,2.1,150
mazurka17_4,Clidat,1994,2.2,157.8947368
mazurka17_4,Clidat,1994,2.3,152.1826654
mazurka17_4,Clidat,1994,3.1,128.828083
mazurka17_4,Clidat,1994,3.2,93.75
mazurka17_4,Clidat,1994,3.3,85.71428571
mazurka17_4,Clidat,1994,4.1,45.45454545
mazurka17_4,Clidat,1994,4.2,38.0952381
mazurka17_4,Clidat,1994,4.3,38.0952381
mazurka17_4,Clidat,1994,5.1,61.2244898
mazurka17_4,Clidat,1994,5.2,89.41908018
mazurka17_4,Clidat,1994,5.3,69.04469897
mazurka17_4,Clidat,1994,6.1,90.90909091
mazurka17_4,Clidat,1994,6.2,117.6470588
mazurka17_4,Clidat,1994,6.3,119.8369565
mazurka17_4,Clidat,1994,7.1,117.8041939
mazurka17_4,Clidat,1994,7.2,95.23809524
mazurka17_4,Clidat,1994,7.3,69.76744186
mazurka17_4,Clidat,1994,8.1,86.95652174
mazurka17_4,Clidat,1994,8.2,107.1428571
mazurka17_4,Clidat,1994,8.3,109.0909091
mazurka17_4,Clidat,1994,9.1,95.23809524
mazurka17_4,Clidat,1994,9.2,92.30769231
mazurka17_4,Clidat,1994,9.3,113.2075472
mazurka17_4,Clidat,1994,10.1,84.23264256
mazurka17_4,Clidat,1994,10.2,91.46847343
mazurka17_4,Clidat,1994,10.3,82.35806774
mazurka17_4,Clidat,1994,11.1,77.59985922
mazurka17_4,Clidat,1994,11.2,115.3846154
mazurka17_4,Clidat,1994,11.3,105.2254833
mazurka17_4,Clidat,1994,12.1,144.5585662
mazurka17_4,Clidat,1994,12.2,91.46847357
mazurka17_4,Clidat,1994,12.3,91.0780668
mazurka17_4,Clidat,1994,13.1,102.8291622
mazurka17_4,Clidat,1994,13.2,109.956782
mazurka17_4,Clidat,1994,13.3,107.6703967
mazurka17_4,Clidat,1994,14.1,114.5950627
mazurka17_4,Clidat,1994,14.2,128.353141
mazurka17_4,Clidat,1994,14.3,104.9999999
mazurka17_4,Clidat,1994,15.1,132.4324326
mazurka17_4,Clidat,1994,15.2,102.5422414
mazurka17_4,Clidat,1994,15.3,82.68750009
mazurka17_4,Clidat,1994,16.1,96.60107336
mazurka17_4,Clidat,1994,16.2,116.2361622
mazurka17_4,Clidat,1994,16.3,120
mazurka17_4,Clidat,1994,17.1,106.6118701
mazurka17_4,Clidat,1994,17.2,84.84032312
mazurka17_4,Clidat,1994,17.3,111.5326253
mazurka17_4,Clidat,1994,18.1,108.2297119
mazurka17_4,Clidat,1994,18.2,76.17457394
mazurka17_4,Clidat,1994,18.3,74.72887486
mazurka17_4,Clidat,1994,19.1,89.87771741
mazurka17_4,Clidat,1994,19.2,107.2340425
mazurka17_4,Clidat,1994,19.3,121.4374227
mazurka17_4,Clidat,1994,20.1,111.9573494
mazurka17_4,Clidat,1994,20.2,103.4482759
mazurka17_4,Clidat,1994,20.3,75
mazurka17_4,Clidat,1994,21.1,72.30298401
mazurka17_4,Clidat,1994,21.2,113.1736525
mazurka17_4,Clidat,1994,21.3,82.90512605
mazurka17_4,Clidat,1994,22.1,98.96398236
mazurka17_4,Clidat,1994,22.2,145.4565445
mazurka17_4,Clidat,1994,22.3,134.2329545
mazurka17_4,Clidat,1994,23.1,78.30255686
mazurka17_4,Clidat,1994,23.2,98.43749992
mazurka17_4,Clidat,1994,23.3,74.55831385
mazurka17_4,Clidat,1994,24.1,93.75
mazurka17_4,Clidat,1994,24.2,113.2075472
mazurka17_4,Clidat,1994,24.3,125
mazurka17_4,Clidat,1994,25.1,101.6949153
mazurka17_4,Clidat,1994,25.2,95.23809524
mazurka17_4,Clidat,1994,25.3,117.6470588
mazurka17_4,Clidat,1994,26.1,93.75
mazurka17_4,Clidat,1994,26.2,77.92207792
mazurka17_4,Clidat,1994,26.3,86.95652174
mazurka17_4,Clidat,1994,27.1,63.15789474
mazurka17_4,Clidat,1994,27.2,113.2075472
mazurka17_4,Clidat,1994,27.3,132.6781327
mazurka17_4,Clidat,1994,28.1,111.5702479
mazurka17_4,Clidat,1994,28.2,111.1111111
mazurka17_4,Clidat,1994,28.3,101.0000763
mazurka17_4,Clidat,1994,29.1,55.71933967
mazurka17_4,Clidat,1994,29.2,126.821319
mazurka17_4,Clidat,1994,29.3,109.3749999
mazurka17_4,Clidat,1994,30.1,105.738491
mazurka17_4,Clidat,1994,30.2,127.2115387
mazurka17_4,Clidat,1994,30.3,115.7530949
mazurka17_4,Clidat,1994,31.1,92.52718815
mazurka17_4,Clidat,1994,31.2,132.5120194
mazurka17_4,Clidat,1994,31.3,83.4779316
mazurka17_4,Clidat,1994,32.1,98.36065574
mazurka17_4,Clidat,1994,32.2,111.1111111
mazurka17_4,Clidat,1994,32.3,113.2075472
mazurka17_4,Clidat,1994,33.1,93.7267543
mazurka17_4,Clidat,1994,33.2,76.93873396
mazurka17_4,Clidat,1994,33.3,82.5816922
mazurka17_4,Clidat,1994,34.1,103.359375
mazurka17_4,Clidat,1994,34.2,78.64233488
mazurka17_4,Clidat,1994,34.3,62.42627288
mazurka17_4,Clidat,1994,35.1,87.2231012
mazurka17_4,Clidat,1994,35.2,95.09092211
mazurka17_4,Clidat,1994,35.3,120
mazurka17_4,Clidat,1994,36.1,107.1428571
mazurka17_4,Clidat,1994,36.2,128.8720048
mazurka17_4,Clidat,1994,36.3,126.4697447
mazurka17_4,Clidat,1994,37.1,116.4305202
mazurka17_4,Clidat,1994,37.2,130.0117926
mazurka17_4,Clidat,1994,37.3,178.2058186
mazurka17_4,Clidat,1994,38.1,183.7755242
mazurka17_4,Clidat,1994,38.2,112.6484739
mazurka17_4,Clidat,1994,38.3,164.0523279
mazurka17_4,Clidat,1994,39.1,238.4428224
mazurka17_4,Clidat,1994,39.2,115.2890942
mazurka17_4,Clidat,1994,39.3,141.588185
mazurka17_4,Clidat,1994,40.1,306.4273301
mazurka17_4,Clidat,1994,40.2,126.4032869
mazurka17_4,Clidat,1994,40.3,111.1391128
mazurka17_4,Clidat,1994,41.1,117.4538353
mazurka17_4,Clidat,1994,41.2,129.1361638
mazurka17_4,Clidat,1994,41.3,170.9523198
mazurka17_4,Clidat,1994,42.1,164.0624999
mazurka17_4,Clidat,1994,42.2,141.7398756
mazurka17_4,Clidat,1994,42.3,65.2173913
mazurka17_4,Clidat,1994,43.1,93.75
mazurka17_4,Clidat,1994,43.2,101.9928304
mazurka17_4,Clidat,1994,43.3,83.13434712
mazurka17_4,Clidat,1994,44.1,40.66452536
mazurka17_4,Clidat,1994,44.2,54.9321652
mazurka17_4,Clidat,1994,44.3,54.9321652
mazurka17_4,Clidat,1994,45.1,70.58823529
mazurka17_4,Clidat,1994,45.2,61.10290045
mazurka17_4,Clidat,1994,45.3,103.7972697
mazurka17_4,Clidat,1994,46.1,96.77419355
mazurka17_4,Clidat,1994,46.2,136.1391235
mazurka17_4,Clidat,1994,46.3,119.512195
mazurka17_4,Clidat,1994,47.1,86.98224857
mazurka17_4,Clidat,1994,47.2,111.3636364
mazurka17_4,Clidat,1994,47.3,74.19662381
mazurka17_4,Clidat,1994,48.1,93.75
mazurka17_4,Clidat,1994,48.2,113.2075472
mazurka17_4,Clidat,1994,48.3,117.6470588
mazurka17_4,Clidat,1994,49.1,105.2631579
mazurka17_4,Clidat,1994,49.2,101.6949153
mazurka17_4,Clidat,1994,49.3,111.1111111
mazurka17_4,Clidat,1994,50.1,84.50704225
mazurka17_4,Clidat,1994,50.2,111.1111111
mazurka17_4,Clidat,1994,50.3,107.2775188
mazurka17_4,Clidat,1994,51.1,97.99999999
mazurka17_4,Clidat,1994,51.2,120.3712128
mazurka17_4,Clidat,1994,51.3,110.6279791
mazurka17_4,Clidat,1994,52.1,125.6171666
mazurka17_4,Clidat,1994,52.2,100
mazurka17_4,Clidat,1994,52.3,87.95080611
mazurka17_4,Clidat,1994,53.1,73.82606507
mazurka17_4,Clidat,1994,53.2,99.38774746
mazurka17_4,Clidat,1994,53.3,122.1042916
mazurka17_4,Clidat,1994,54.1,105.2631579
mazurka17_4,Clidat,1994,54.2,111.1111111
mazurka17_4,Clidat,1994,54.3,112.1804385
mazurka17_4,Clidat,1994,55.1,92.28515613
mazurka17_4,Clidat,1994,55.2,103.359375
mazurka17_4,Clidat,1994,55.3,90.29484028
mazurka17_4,Clidat,1994,56.1,88.23529412
mazurka17_4,Clidat,1994,56.2,120
mazurka17_4,Clidat,1994,56.3,114.5107543
mazurka17_4,Clidat,1994,57.1,103.3634127
mazurka17_4,Clidat,1994,57.2,86.26198078
mazurka17_4,Clidat,1994,57.3,125.6112034
mazurka17_4,Clidat,1994,58.1,105.582379
mazurka17_4,Clidat,1994,58.2,86.44798744
mazurka17_4,Clidat,1994,58.3,77.68415496
mazurka17_4,Clidat,1994,59.1,96.39344256
mazurka17_4,Clidat,1994,59.2,94.45951731
mazurka17_4,Clidat,1994,59.3,109.0909091
mazurka17_4,Clidat,1994,60.1,77.92207792
mazurka17_4,Clidat,1994,60.2,115.7682884
mazurka17_4,Clidat,1994,60.3,134.2465755
mazurka17_4,Clidat,1994,61.1,136.111111
mazurka17_4,Clidat,1994,61.2,136.7441861
mazurka17_4,Clidat,1994,61.3,125.6410257
mazurka17_4,Clidat,1994,62.1,139.3364929
mazurka17_4,Clidat,1994,62.2,142.7184467
mazurka17_4,Clidat,1994,62.3,150.4862651
mazurka17_4,Clidat,1994,63.1,163.0816637
mazurka17_4,Clidat,1994,63.2,162.1621622
mazurka17_4,Clidat,1994,63.3,167.946684
mazurka17_4,Clidat,1994,64.1,137.3831775
mazurka17_4,Clidat,1994,64.2,149.2385784
mazurka17_4,Clidat,1994,64.3,158.9189191
mazurka17_4,Clidat,1994,65.1,168.342028
mazurka17_4,Clidat,1994,65.2,122.318787
mazurka17_4,Clidat,1994,65.3,172.9411767
mazurka17_4,Clidat,1994,66.1,170.1936063
mazurka17_4,Clidat,1994,66.2,146.3414634
mazurka17_4,Clidat,1994,66.3,168.6209535
mazurka17_4,Clidat,1994,67.1,146.2686566
mazurka17_4,Clidat,1994,67.2,129.3191926
mazurka17_4,Clidat,1994,67.3,109.0909091
mazurka17_4,Clidat,1994,68.1,89.55223881
mazurka17_4,Clidat,1994,68.2,75.94936709
mazurka17_4,Clidat,1994,68.3,98.40821191
mazurka17_4,Clidat,1994,69.1,133.1722783
mazurka17_4,Clidat,1994,69.2,139.6158716
mazurka17_4,Clidat,1994,69.3,132.5651305
mazurka17_4,Clidat,1994,70.1,147.2781919
mazurka17_4,Clidat,1994,70.2,158.6996943
mazurka17_4,Clidat,1994,70.3,156.3829789
mazurka17_4,Clidat,1994,71.1,158.6235834
mazurka17_4,Clidat,1994,71.2,181.8181818
mazurka17_4,Clidat,1994,71.3,152.3666936
mazurka17_4,Clidat,1994,72.1,133.0316743
mazurka17_4,Clidat,1994,72.2,148.0776763
mazurka17_4,Clidat,1994,72.3,164.7469026
mazurka17_4,Clidat,1994,73.1,168.6316995
mazurka17_4,Clidat,1994,73.2,157.8947368
mazurka17_4,Clidat,1994,73.3,171.4285714
mazurka17_4,Clidat,1994,74.1,146.3414634
mazurka17_4,Clidat,1994,74.2,160.6069805
mazurka17_4,Clidat,1994,74.3,150.9154167
mazurka17_4,Clidat,1994,75.1,143.2515834
mazurka17_4,Clidat,1994,75.2,176.4705882
mazurka17_4,Clidat,1994,75.3,117.4329842
mazurka17_4,Clidat,1994,76.1,108.8888889
mazurka17_4,Clidat,1994,76.2,98.32775914
mazurka17_4,Clidat,1994,76.3,83.28611901
mazurka17_4,Clidat,1994,77.1,106.1371842
mazurka17_4,Clidat,1994,77.2,149.2049168
mazurka17_4,Clidat,1994,77.3,130.6924826
mazurka17_4,Clidat,1994,78.1,157.518752
mazurka17_4,Clidat,1994,78.2,148.9697106
mazurka17_4,Clidat,1994,78.3,164.2458103
mazurka17_4,Clidat,1994,79.1,161.3217899
mazurka17_4,Clidat,1994,79.2,176.4705882
mazurka17_4,Clidat,1994,79.3,164.5624731
mazurka17_4,Clidat,1994,80.1,139.0070922
mazurka17_4,Clidat,1994,80.2,153.9267013
mazurka17_4,Clidat,1994,80.3,165.3853369
mazurka17_4,Clidat,1994,81.1,179.0135986
mazurka17_4,Clidat,1994,81.2,134.5264119
mazurka17_4,Clidat,1994,81.3,186.7193567
mazurka17_4,Clidat,1994,82.1,182.5582997
mazurka17_4,Clidat,1994,82.2,166.6666667
mazurka17_4,Clidat,1994,82.3,176.4705882
mazurka17_4,Clidat,1994,83.1,171.4285714
mazurka17_4,Clidat,1994,83.2,176.4705882
mazurka17_4,Clidat,1994,83.3,150
mazurka17_4,Clidat,1994,84.1,101.6949153
mazurka17_4,Clidat,1994,84.2,93.22153332
mazurka17_4,Clidat,1994,84.3,93.22153332
mazurka17_4,Clidat,1994,85.1,111.3636362
mazurka17_4,Clidat,1994,85.2,138.2589612
mazurka17_4,Clidat,1994,85.3,147.3520078
mazurka17_4,Clidat,1994,86.1,129.6105805
mazurka17_4,Clidat,1994,86.2,151.4336404
mazurka17_4,Clidat,1994,86.3,166.2373564
mazurka17_4,Clidat,1994,87.1,161.5384613
mazurka17_4,Clidat,1994,87.2,156.9860577
mazurka17_4,Clidat,1994,87.3,163.5857802
mazurka17_4,Clidat,1994,88.1,132.6448767
mazurka17_4,Clidat,1994,88.2,154.4478172
mazurka17_4,Clidat,1994,88.3,172.3329422
mazurka17_4,Clidat,1994,89.1,172.2768409
mazurka17_4,Clidat,1994,89.2,159.9661448
mazurka17_4,Clidat,1994,89.3,198.7083211
mazurka17_4,Clidat,1994,90.1,161.5384617
mazurka17_4,Clidat,1994,90.2,182.6086954
mazurka17_4,Clidat,1994,90.3,174.9999999
mazurka17_4,Clidat,1994,91.1,91.57610573
mazurka17_4,Clidat,1994,91.2,93.02325581
mazurka17_4,Clidat,1994,91.3,93.02325581
mazurka17_4,Clidat,1994,92.1,81.08108108
mazurka17_4,Clidat,1994,92.2,34.98542274
mazurka17_4,Clidat,1994,92.3,34.98542274
mazurka17_4,Clidat,1994,93.1,60.30082041
mazurka17_4,Clidat,1994,93.2,94.4898761
mazurka17_4,Clidat,1994,93.3,67.6086568
mazurka17_4,Clidat,1994,94.1,75.70598834
mazurka17_4,Clidat,1994,94.2,119.1945585
mazurka17_4,Clidat,1994,94.3,102.7972027
mazurka17_4,Clidat,1994,95.1,82.35294124
mazurka17_4,Clidat,1994,95.2,104.9999999
mazurka17_4,Clidat,1994,95.3,64.75770927
mazurka17_4,Clidat,1994,96.1,87.41039273
mazurka17_4,Clidat,1994,96.2,113.2075472
mazurka17_4,Clidat,1994,96.3,100
mazurka17_4,Clidat,1994,97.1,81.08108108
mazurka17_4,Clidat,1994,97.2,96.77419355
mazurka17_4,Clidat,1994,97.3,121.7111317
mazurka17_4,Clidat,1994,98.1,103.9808228
mazurka17_4,Clidat,1994,98.2,96.77419355
mazurka17_4,Clidat,1994,98.3,105.582379
mazurka17_4,Clidat,1994,99.1,71.35922335
mazurka17_4,Clidat,1994,99.2,113.0141373
mazurka17_4,Clidat,1994,99.3,123.0869425
mazurka17_4,Clidat,1994,100.1,114.8238152
mazurka17_4,Clidat,1994,100.2,117.6470588
mazurka17_4,Clidat,1994,100.3,98.63932898
mazurka17_4,Clidat,1994,101.1,80.54794523
mazurka17_4,Clidat,1994,101.2,114.8437501
mazurka17_4,Clidat,1994,101.3,98.98989899
mazurka17_4,Clidat,1994,102.1,103.7606367
mazurka17_4,Clidat,1994,102.2,117.6470588
mazurka17_4,Clidat,1994,102.3,111.8910692
mazurka17_4,Clidat,1994,103.1,99.81515713
mazurka17_4,Clidat,1994,103.2,114.194467
mazurka17_4,Clidat,1994,103.3,62.2881356
mazurka17_4,Clidat,1994,104.1,81.74740484
mazurka17_4,Clidat,1994,104.2,109.0909091
mazurka17_4,Clidat,1994,104.3,116.7335776
mazurka17_4,Clidat,1994,105.1,89.90825685
mazurka17_4,Clidat,1994,105.2,87.12545269
mazurka17_4,Clidat,1994,105.3,125.3434392
mazurka17_4,Clidat,1994,106.1,87.7641049
mazurka17_4,Clidat,1994,106.2,79.88889234
mazurka17_4,Clidat,1994,106.3,70.04261846
mazurka17_4,Clidat,1994,107.1,53.91967069
mazurka17_4,Clidat,1994,107.2,87.30656285
mazurka17_4,Clidat,1994,107.3,109.0909091
mazurka17_4,Clidat,1994,108.1,100
mazurka17_4,Clidat,1994,108.2,92.30769231
mazurka17_4,Clidat,1994,108.3,119.3881695
mazurka17_4,Clidat,1994,109.1,69.68475943
mazurka17_4,Clidat,1994,109.2,111.8532295
mazurka17_4,Clidat,1994,109.3,122.4489796
mazurka17_4,Clidat,1994,110.1,89.73445936
mazurka17_4,Clidat,1994,110.2,105.0125013
mazurka17_4,Clidat,1994,110.3,157.8947368
mazurka17_4,Clidat,1994,111.1,139.1020925
mazurka17_4,Clidat,1994,111.2,112.2137404
mazurka17_4,Clidat,1994,111.3,132.1678322
mazurka17_4,Clidat,1994,112.1,136.3636364
mazurka17_4,Clidat,1994,112.2,107.3166776
mazurka17_4,Clidat,1994,112.3,124.7642398
mazurka17_4,Clidat,1994,113.1,153.8461538
mazurka17_4,Clidat,1994,113.2,127.6595745
mazurka17_4,Clidat,1994,113.3,142.8571429
mazurka17_4,Clidat,1994,114.1,122.4489796
mazurka17_4,Clidat,1994,114.2,133.3333333
mazurka17_4,Clidat,1994,114.3,157.5938061
mazurka17_4,Clidat,1994,115.1,120.1744026
mazurka17_4,Clidat,1994,115.2,93.22810238
mazurka17_4,Clidat,1994,115.3,144.1176469
mazurka17_4,Clidat,1994,116.1,117.6261391
mazurka17_4,Clidat,1994,116.2,136.3636364
mazurka17_4,Clidat,1994,116.3,143.0270273
mazurka17_4,Clidat,1994,117.1,119.560797
mazurka17_4,Clidat,1994,117.2,92.74447943
mazurka17_4,Clidat,1994,117.3,145.72892
mazurka17_4,Clidat,1994,118.1,93.75
mazurka17_4,Clidat,1994,118.2,139.5348837
mazurka17_4,Clidat,1994,118.3,169.9858669
mazurka17_4,Clidat,1994,119.1,174.9999999
mazurka17_4,Clidat,1994,119.2,91.71895034
mazurka17_4,Clidat,1994,119.3,98.36065574
mazurka17_4,Clidat,1994,120.1,114.5950629
mazurka17_4,Clidat,1994,120.2,144.8275863
mazurka17_4,Clidat,1994,120.3,174.9999999
mazurka17_4,Clidat,1994,121.1,153.1249999
mazurka17_4,Clidat,1994,121.2,83.52272727
mazurka17_4,Clidat,1994,121.3,117.8619153
mazurka17_4,Clidat,1994,122.1,115.3846154
mazurka17_4,Clidat,1994,122.2,136.3636364
mazurka17_4,Clidat,1994,122.3,160.5192915
mazurka17_4,Clidat,1994,123.1,144.1569055
mazurka17_4,Clidat,1994,123.2,107.1428571
mazurka17_4,Clidat,1994,123.3,89.55223881
mazurka17_4,Clidat,1994,124.1,86.95652174
mazurka17_4,Clidat,1994,124.2,130.4347826
mazurka17_4,Clidat,1994,124.3,140.7671439
mazurka17_4,Clidat,1994,125.1,121.5154993
mazurka17_4,Clidat,1994,125.2,136.3636364
mazurka17_4,Clidat,1994,125.3,130.4347826
mazurka17_4,Clidat,1994,126.1,136.3636364
mazurka17_4,Clidat,1994,126.2,145.2170573
mazurka17_4,Clidat,1994,126.3,120
mazurka17_4,Clidat,1994,127.1,124.5762712
mazurka17_4,Clidat,1994,127.2,102.5303212
mazurka17_4,Clidat,1994,127.3,65.93406593
mazurka17_4,Clidat,1994,128.1,71.42857143
mazurka17_4,Clidat,1994,128.2,71.42857143
mazurka17_4,Clidat,1994,128.3,71.42857143
mazurka17_4,Clidat,1994,129.1,71.42857143
mazurka17_4,Clidat,1994,129.2,107.1428571
mazurka17_4,Clidat,1994,129.3,127.6595745
mazurka17_4,Clidat,1994,130.1,136.3636364
mazurka17_4,Clidat,1994,130.2,133.3333333
mazurka17_4,Clidat,1994,130.3,125.023625
mazurka17_4,Clidat,1994,131.1,109.0729214
mazurka17_4,Clidat,1994,131.2,86.35488401
mazurka17_4,Clidat,1994,131.3,60.90178837
mazurka17_4,Clidat,1994,132.1,37.39242261
mazurka17_4,Clidat,1994,132.2,12.45894692
mazurka17_4,Clidat,1994,132.3,12.45894692
mazurka17_4,Clidat,1994,133.1
mazurka17_4,Cohen,1997,measure.beat,tempo
mazurka17_4,Cohen,1997,1.2,133.3333333
mazurka17_4,Cohen,1997,1.3,167.574414
mazurka17_4,Cohen,1997,2.1,151.9990809
mazurka17_4,Cohen,1997,2.2,183.3679836
mazurka17_4,Cohen,1997,2.3,171.4285714
mazurka17_4,Cohen,1997,3.1,150
mazurka17_4,Cohen,1997,3.2,153.8461538
mazurka17_4,Cohen,1997,3.3,107.1428571
mazurka17_4,Cohen,1997,4.1,133.3333333
mazurka17_4,Cohen,1997,4.2,84.6300235
mazurka17_4,Cohen,1997,4.3,84.6300235
mazurka17_4,Cohen,1997,5.1,93.44870211
mazurka17_4,Cohen,1997,5.2,142.8571429
mazurka17_4,Cohen,1997,5.3,99.34296977
mazurka17_4,Cohen,1997,6.1,202.6809652
mazurka17_4,Cohen,1997,6.2,133.3333333
mazurka17_4,Cohen,1997,6.3,148.7519676
mazurka17_4,Cohen,1997,7.1,147.5492109
mazurka17_4,Cohen,1997,7.2,136.3636364
mazurka17_4,Cohen,1997,7.3,120
mazurka17_4,Cohen,1997,8.1,122.4489796
mazurka17_4,Cohen,1997,8.2,142.8571429
mazurka17_4,Cohen,1997,8.3,130.4090685
mazurka17_4,Cohen,1997,9.1,122.4716501
mazurka17_4,Cohen,1997,9.2,153.8461538
mazurka17_4,Cohen,1997,9.3,157.8947368
mazurka17_4,Cohen,1997,10.1,146.3414634
mazurka17_4,Cohen,1997,10.2,136.3636364
mazurka17_4,Cohen,1997,10.3,140.557769
mazurka17_4,Cohen,1997,11.1,138.5267786
mazurka17_4,Cohen,1997,11.2,162.1621622
mazurka17_4,Cohen,1997,11.3,167.6593586
mazurka17_4,Cohen,1997,12.1,138.8466181
mazurka17_4,Cohen,1997,12.2,130.4347826
mazurka17_4,Cohen,1997,12.3,122.4489796
mazurka17_4,Cohen,1997,13.1,109.0909091
mazurka17_4,Cohen,1997,13.2,119.9619169
mazurka17_4,Cohen,1997,13.3,102.3360148
mazurka17_4,Cohen,1997,14.1,116.8366671
mazurka17_4,Cohen,1997,14.2,153.045289
mazurka17_4,Cohen,1997,14.3,113.6451488
mazurka17_4,Cohen,1997,15.1,132.4258046
mazurka17_4,Cohen,1997,15.2,114.8437499
mazurka17_4,Cohen,1997,15.3,121.3427497
